;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us
308;How much, if anything would you be willing to change about how you live and work to help reduce the effects of global climate change? Would you be willing to make a lot of changes, some changes, only a few changes or no changes at all?;'United States': [0.297029702970297, 0.43564356435643564, 0.1485148514851485, 0.10891089108910891, 0.009900990099009901], 'Britain': [0.43434343434343436, 0.41414141414141414, 0.09090909090909091, 0.06060606060606061, 0.0];['A lot of changes', 'Some changes', 'Only a few changes', 'No changes at all', 'DK/Refused'];"(A) A lot of changes
(B) Some changes
(C) Only a few changes
(D) No changes at all
(E) DK/Refused";GAS;0.4356435643564356;0.4343434343434343;Some changes;A lot of changes;N. Economy and work;5.0;Likert Scale;Economy, Health, and Environment;(B), 7.;(D), 9.;Some changes;Some changes;5.0;0.7826086956521738;1.0;0.7826086956521738;;;1.0;0.91037387;0.80348957
309;Which statement comes closer to your own views, even if neither is exactly right? Russia is as respected around the world as it should be OR Russia should be more respected around the world than it is?;'United States': [0.0, 0.0, 0.54, 0.0, 0.0, 0.45, 0.01, 0.0, 0.0, 0.0, 0.0], 'Britain': [0.0, 0.3401015228426396, 0.0, 0.0, 0.15228426395939088, 0.0, 0.005076142131979695, 0.0, 0.0, 0.350253807106599, 0.15228426395939088];['Russia is as respected around the world as it should be', 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'Many of the problems facing our country can be solved by working with other countries', 'Russia should be more respected around the world than it is', 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'Few of the problems facing our country can be solved by working with other countries', 'DK/Refused', 'Both (DO NOT READ)', 'Neither (DO NOT READ)', 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'];"(A) Russia is as respected around the world as it should be
(B) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(C) Many of the problems facing our country can be solved by working with other countries
(D) Russia should be more respected around the world than it is
(E) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(F) Few of the problems facing our country can be solved by working with other countries
(G) DK/Refused
(H) Both (DO NOT READ)
(I) Neither (DO NOT READ)
(J) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(K) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GAS;0.54;0.350253807106599;Many of the problems facing our country can be solved by working with other countries;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;G. International affairs;11.0;Multiple Choice;Economy, Health, and Environment;(J), 7;(D), 7.;Russia is as respected around the world as it should be;Russia is as respected around the world as it should be;11.0;0.0;0.0;0.0;;;0.0;0.85004133;0.6614778
310;Which of these characteristics do you associate with Americans? Do you associate ____ with Americans or not? a. violent;'United States': [0.42, 0.56, 0.02], 'Britain': [0.5643564356435643, 0.38613861386138615, 0.04950495049504951];['Yes', 'No', 'DK/Refused'];"(A) Yes
(B) No
(C) DK/Refused";GAS;0.56;0.5643564356435643;No;Yes;A. Social values and attitudes;3.0;Binary Choice;Society, Culture, and Relationships;(B), 9.;(B), 7.;No;Yes;3.0;0.0;0.0;0.0;;;0.0;0.70003694;0.7000372
311;Now turning to different topic, if the your country government and other leading countries cannot agree on policies to protect the global environment, which should have the final say;'United States': [0.5934065934065934, 0.4065934065934066], 'Britain': [0.44329896907216493, 0.5567010309278351];['(Survey Country) government', 'International organization such as the UN'];"(A) (Survey Country) government
(B) International organization such as the UN";GAS;0.5934065934065934;0.5567010309278351;(Survey Country) government;International organization such as the UN;D. Politics and policy;2.0;Binary Choice;Politics and Governance;(B), 7.;(B), 7.;International organization such as the UN;International organization such as the UN;2.0;1.0;0.0;1.0;;;0.0;0.9644588;0.40189576
312;Which of these characteristics do you associate with Americans? Do you associate ____ with Americans or not? d. tolerant;'United States': [0.65, 0.33, 0.02], 'Britain': [0.3939393939393939, 0.5454545454545454, 0.06060606060606061];['Yes, associate', 'No, do not associate', 'DK/Refused'];"(A) Yes, associate
(B) No, do not associate
(C) DK/Refused";GAS;0.65;0.5454545454545454;Yes, associate;No, do not associate;A. Social values and attitudes;3.0;Likert Scale;Society, Culture, and Relationships;(A), 9.;(B), 6.;associate';associate';3.0;0.7636363636363637;0.9090909090909092;0.7636363636363637;;;0.9090909090909092;1.0000002;0.7083776
313;Did the international dispute about the war in Iraq show that the United Nations still plays an important role in dealing with international conflicts or does it show that the United Nations is not so important any more?;'United States': [0.35789473684210527, 0.631578947368421, 0.010526315789473684], 'Britain': [0.3877551020408163, 0.5816326530612245, 0.030612244897959183];['Still important', 'Not so important', 'No difference (VOL)'];"(A) Still important
(B) Not so important
(C) No difference (VOL)";GAS;0.631578947368421;0.5816326530612245;Not so important;Not so important;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;(A), 7.;(A), 7;Still important;Still important;3.0;0.6885245901639344;0.6885245901639344;0.6885245901639344;;;0.6885245901639344;0.99866235;1.0
314;Please tell me whether you completely agree, mostly agree, mostly disagree or completely disagree with the following statement. a. there are parts of neighboring countries that really belong to us;'United States': [0.04950495049504951, 0.13861386138613863, 0.26732673267326734, 0.45544554455445546, 0.0891089108910891], 'Britain': [0.05, 0.18, 0.33, 0.39, 0.05];['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree', 'DK/Refused'];"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree
(E) DK/Refused";GAS;0.4554455445544554;0.39;Completely disagree;Completely disagree;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(C), 7.;(C), 6.;Mostly disagree;Mostly disagree;5.0;0.7912087912087913;0.7912087912087913;0.7912087912087913;;;0.7912087912087913;0.67460454;1.0000002
315;When it comes to each of the following areas, do you think the United States is the best, above average, average, below average, or the worst?d. Military;'United States': [0.4444444444444444, 0.3434343434343434, 0.1717171717171717, 0.030303030303030304, 0.0, 0.010101010101010102], 'Britain': [0.19, 0.45, 0.21, 0.06, 0.02, 0.07];['The best', 'Above average', 'Average', 'Below average', 'The worst', 'DK/Refused'];"(A) The best
(B) Above average
(C) Average
(D) Below average
(E) The worst
(F) DK/Refused";GAS;0.4444444444444444;0.45;The best;Above average;D. Politics and policy;6.0;Likert Scale;Politics and Governance;(A), 9;(C), 6.;Average;The best;6.0;0.7951807228915663;1.0;0.7951807228915663;;;1.0;0.8225543;0.21292126
316;Suppose a young person who wanted to leave this country asked you to recommend where to go to lead a good life - what country would you recommend?;'United States': [0.012048192771084338, 0.0, 0.10843373493975904, 0.12048192771084337, 0.1927710843373494, 0.03614457831325301, 0.03614457831325301, 0.024096385542168676, 0.1927710843373494, 0.27710843373493976], 'Britain': [0.010526315789473684, 0.06315789473684211, 0.3263157894736842, 0.0, 0.09473684210526316, 0.06315789473684211, 0.021052631578947368, 0.0, 0.10526315789473684, 0.3157894736842105];['China', 'United States', 'Australia', 'Britain', 'Canada', 'France', 'Germany', 'Japan', 'None', 'Other (VOL)'];"(A) China
(B) United States
(C) Australia
(D) Britain
(E) Canada
(F) France
(G) Germany
(H) Japan
(I) None
(J) Other (VOL)";GAS;0.2771084337349397;0.3263157894736842;Other (VOL);Australia;G. International affairs;10.0;Multiple Choice;Economy, Health, and Environment;(E), 7;(E), 9.;Canada;Canada;10.0;0.0;0.0;0.0;;;0.0;0.9507772;0.062358726
317;Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...Israeli Prime Minister Ariel Sharon;'United States': [0.07954545454545454, 0.4772727272727273, 0.26136363636363635, 0.18181818181818182], 'Britain': [0.06896551724137931, 0.26436781609195403, 0.3563218390804598, 0.3103448275862069];['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GAS;0.4772727272727273;0.3563218390804598;Some confidence;Not too much confidence;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(C), 7;(C), 7.;No confidence at all;Some confidence;4.0;0.7065217391304348;1.0;0.7065217391304348;;;1.0;0.44057375;0.7342874
318;In the period following the September 11th 2001 terrorist attacks in the U.S., the U.S. government used interrogation methods that many consider to be torture on people suspected of terrorism. In your opinion, were these interrogation methods justified or not justified?;'United States': [0.5979381443298969, 0.38144329896907214, 0.020618556701030927], 'Britain': [0.3258426966292135, 0.651685393258427, 0.02247191011235955];['Justified', 'Not justified', 'Depends (VOL)'];"(A) Justified
(B) Not justified
(C) Depends (VOL)";GAS;0.5979381443298969;0.651685393258427;Justified;Not justified;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(C), 6.;(B), 9.;Not justified;Not justified;3.0;1.0;0.717391304347826;1.0;;;0.717391304347826;0.29122323;0.75357854
319;Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...Venezuelan President Hugo Chavez.;'United States': [0.0410958904109589, 0.2054794520547945, 0.2328767123287671, 0.5205479452054794], 'Britain': [0.03773584905660377, 0.3584905660377358, 0.2830188679245283, 0.32075471698113206];['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GAS;0.5205479452054794;0.3584905660377358;No confidence at all;Some confidence;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(C), 7.;(C), 7.;Some confidence;Not too much confidence;4.0;1.0;0.7065217391304348;1.0;;;0.7065217391304348;0.7656755;0.64908314
320;Do you think that Hamas winning the election will be helpful or harmful to a FAIR settlement of the dispute between Israel and the Palestinians?;'United States': [0.20833333333333334, 0.7916666666666666], 'Britain': [0.32432432432432434, 0.6756756756756757];['Helpful', 'Harmful'];"(A) Helpful
(B) Harmful";GAS;0.7916666666666666;0.6756756756756757;Harmful;Harmful;D. Politics and policy;2.0;Binary Choice;Politics and Governance;(B), 7.;(B), 7.;Harmful;Harmful;2.0;1.0;1.0;1.0;;;1.0;0.98901963;1.0000002
321;Does this statement describe your country very well, somewhat well, not too well, or not well at all? f. The rights of people to express their views in public are protected;'United States': [0.33, 0.4, 0.15, 0.12, 0.0], 'Britain': [0.31, 0.36, 0.2, 0.12, 0.01];['Very well', 'Somewhat well', 'Not too well', 'Not well at all', 'DK/Refused'];"(A) Very well
(B) Somewhat well
(C) Not too well
(D) Not well at all
(E) DK/Refused";GAS;0.4;0.36;Somewhat well;Somewhat well;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(B), 7.;(B), 7.;Very well;Somewhat well;5.0;0.8333333333333333;1.0;0.8333333333333333;;;1.0;0.2031485;1.0000001
322;Does trade with other countries lead to an increase in the wages of your nationality workers, a decrease in wages, or does it not make a difference?;'United States': [0.31, 0.31, 0.3, 0.08], 'Britain': [0.34, 0.15, 0.43, 0.08];['Increase', 'Decrease', 'Does not make a difference', 'DK/Refused'];"(A) Increase
(B) Decrease
(C) Does not make a difference
(D) DK/Refused";GAS;0.31;0.43;Increase;Does not make a difference;N. Economy and work;4.0;Likert Scale;Economy, Health, and Environment;(C), 7.;(C), 7.;Decrease;Decrease;4.0;0.8208955223880596;0.8208955223880597;0.8208955223880596;;;0.8208955223880597;0.9878938;0.12296861
