,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
1372,90,1969.json,false,"Phoenix, Arizona, is the No. 2 kidnapping capital of the world.",immigration,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,comments on 'Meet the Press',"In fact, experts advise that such rankings can't be made based on available information. If they could, they speculate, other cities would prove to have more kidnappings than Arizona's capital. We found nothing confirming Phoenix as No."
1386,104,13142.json,false,"NATO is opening up a major terror division. ... Im sure Im not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.","foreign-policy,military,terrorism",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a presidential debate at Hofstra University,"Trump said, ""NATO is opening up a major terror division. I'm sure I'm not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO. ""The change hes apparently referring to -- the creation of a new senior post and division for coordinating intelligence sharing -- is just the most recent incremental change in how the alliance handles counter-terrorism, a topic it has addressed, in big ways and small, for more than 30 years. Experts said such changes typically require a longer gestation period so that all member nations can get on board."
1401,119,10768.json,false,"About half of the presidents have been governors; half of them, senators.","congress,corrections-and-updates,elections,history,states",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,remarks in New Hampshire,"Cruz said about half of the presidents have been governors; half of them, senators. Governors have had a good run of late and, over all, comprise 42 percent of all presidents with 37 percent being former senators. Perhaps overlooked by Cruz; 14 presidents were neither. Click here for more on the six PolitiFact ratings and how we select facts to check. UPDATE, 5:07 p. m. , April 28, 2015: We amended the headline and closing line of this fact check to clarify we were checking precisely what Cruz said."
1417,135,12021.json,false,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.,"congress,terrorism",jon-keyser,,Colorado,republican,0.0,1.0,0.0,0.0,1.0,a candidate forum ,"Keyser said, ""We have about 90 terrorists that are left at Guantanamo Bay. Michael Bennet wants to close Guantanamo Bay with the president, and bring them right here to Colorado. ""Keysers campaign pointed to Bennets votes against a permanent ban on transferring detainees to a U. S.  military prison and his opposition to blocking construction funding for a prison to hold Gitmo prisoners in the United States. While Bennet has long supported closing the Guantanamo Bay prison, his statements and legislative record show that, since 2009, Bennet has opposed attempts to relocate detainees from Guantanamo to a Colorado prison, including Colorados federal supermax prison. Bennet has said repeatedly he thinks detainees should be held in military prisons, and there is no military prison in Colorado."
1422,140,2257.json,false,Mr. Caprio is a career politician who has never worked in the private sector.,candidates-biography,john-robitaille,,Rhode Island,republican,0.0,1.0,2.0,0.0,0.0,a campaign news release,"But to call someone ""a career politician"" suggests that's all he did. And the fact remains that Caprio had a legal career that spanned 15 years. Not only that, in working for himself as a private practice lawyer, he ran precisely the kind of small business that Robitaille says Caprio has no experience with. It's clear the Robitaille team issued this statement without doing even the smallest bit of research, so it's tempting to award him a Pants on Fire."
1428,146,6588.json,false,Barack Obama has never even worked in business.,candidates-biography,rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a speech at the Republican National Convention in Tampa,"(The job also overlapped with his time in the Illinois Legislature. )If you count the best-selling books that have brought Obama millions of dollars in royalties, he also knows something about entrepreneurship. Our rating    Clearly, Obama has had less experience in the private sector than Romney; before he became president, he spent most of his working life either in the non-profit sector or in politics. However, Portman went too far when he said that Obama has ""never even worked in business."
1430,148,3782.json,false,Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.,"crime,immigration",louie-gohmert,U.S. House member,Texas,republican,2.0,6.0,1.0,0.0,1.0,a radio interview.,"Gonzalez said the Coast Guard already comes to the lake ""once in a while. . . not very often"" because, he speculated, of budgetary limits. Our sense: Its possible Perry has informally talked to some House members about putting the Coast Guard on the lakes--where that force already periodically ventures. But hes made no formal direct request to the government. Thats far from ""begging"" for Coast Guard deployment."
1446,164,11828.json,false,We have more illegal immigrants here than we did five years ago.,immigration,marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,"an interview on NBC's ""Meet the Press""","Rubio said, ""We have more illegal immigrants here"" than we did five years ago. Multiple estimates show that the illegal immigrant population has stabilized, or even decreased, from its peak in 2007 through 2014, the latest available data. According to Pew, the illegal immigrant population was 11. 3 million in 2014, down from 11. 4 million five years prior in 2010. This is in sharp contrast to dramatic and steady increasesthroughout the 1990s and early 2000s."
1457,175,10142.json,false,Says Thomas Eric Duncan came into the United States with an elevated temperature.,"ebola,health-care,public-health,transportation",darrell-issa,U.S. House of Representatives,California,republican,0.0,3.0,0.0,0.0,0.0,"comments on CNN's ""State of the Union""","Issasaid Thomas Eric Duncan came into the United States ""with an elevated temperature. ""According to the CDC, Duncan did not have a fever when he left Monrovia. At the time, American airports were not screening travelers, so theres no way for us (or Issa) to know definitively if he had a fever when he got to the United States. But he did not report falling ill until several days after arriving, when he went to the hospital with a fever. Its possible that even if current screening measures had been in place, Duncan would have passed without showing a fever or other symptoms."
1484,202,3003.json,false,"In the last five years, 28,000 people have been killed along the U.S.-Mexico border.","crime,homeland-security,immigration",lamar-smith,Congressman,Texas,republican,2.0,5.0,1.0,3.0,0.0,a news release,"Then that's what Smith should have said in the first place. First, he misleads by failing to specify that all the deaths he is talking about were on the Mexican side of the border."
1486,204,5689.json,false,Says Obama health reform law denies millions access to affordable insurance.,"health-care,workers",eric-hovde,,,republican,2.0,3.0,3.0,0.0,0.0,a blog post,"In the scenarios he cites, it is the employer who would be deciding to drop the employer-sponsored plan. Our rating    Hovde said Obamas health care reform law denies ""millions of Americans access to affordable"" health insurance. Once the law takes full effect, some employers are expected to stop providing health insurance to their employees. But that's not the same as the law denying people access to affordable health insurance, particularly since other options for obtaining such insurance will be available."
1488,206,2347.json,false,Close to 30% of our federal prison population consists of illegal immigrants.,immigration,daniel-mielke,Farmer,Wisconsin,republican,0.0,1.0,0.0,0.0,0.0,a statement on campaign web site,"So, in his statement did Mielke cross the border between fact and fiction?He took what was an easy-to-verify fact -- the number of non-citizens who are guests of Uncle Sam in the federal prison system -- to make a political point. But instead of going to the source, he relied on an unattributed comment on a political talk show. In doing so, he missed the correct figure by a little and missed some key nuances by a lot."
1490,208,11636.json,false,"The Family Research Council, according to some government agencies, is a terrorist group.",terrorism,ben-carson,,,republican,7.0,12.0,3.0,2.0,4.0,an interview on CNN,"Carson said, ""the Family Research Council, according to some government agencies, is a terrorist group. ""The Family Research Council has been labeled an ""extremist"" group by the Southern Poverty Law Center, but thats not the same as a ""terrorist"" group and, more importantly, the center is a private, non-profit group, not a government agency. We could find no government agency that singled out the Family Research Council as a terrorist group, and experts told us they were unaware of any government lists that did."
