,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
1222,1223,12763.json,false,"Says unlike Tim Kaine, who investedin education, Indiana Gov. Mike Pence slashed education funding.","education,state-budget",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"a campaign rally in Miami, Fla.","Clinton said that unlike Tim Kaine, who ""invested"" in education in Virginia, Mike Pence ""slashed education funding"" in Indiana. The clear implication from Clintons statement is that Pence cut education in Indiana while Kaine grew it in Virginia. Pence made various individual cuts and investments in education, but overall state spending has increased every year in his term so far. Kaine made notable investments in certain educational projects as Virginias governor, but state education spending shrunk overall throughout his term. However, this was primarily because the recession caused massive budget shortfalls."
1226,1227,7381.json,false,"Throughout, we have kept Congress fully informed of our efforts to create a legal framework on counterterrorism.","legal-issues,terrorism",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,the State of the Union Address,"The White House has certainly provided some information to Congress and the public about the process of targeting suspected terrorists, and the adversarial relationship between the executive branch almost ensures that not every one of the 535 members of Congress will be satisfied with what the executive branch discloses. Still, we think the magnitude of the complaints, and the fact that theyre bipartisan, suggest that this goes well beyond a small fringe of lawmakers. The requests for additional information have been pending for much of the presidents tenure in office, a far cry from being transparent ""throughout"" his term. And a recurring theme of these requests is not that the administration is providing no information, but that it is holding back on a portion of the information being sought, which is the opposite of keeping Congress ""fully informed."
1243,1244,8905.json,false,On the Cuba embargo,foreign-policy,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,"an interview on HBO's ""Real Time""","While campaigning for governor, serving as governor and running for the U. S.  Senate, Crist supported the embargo. Even once he left the GOP he continued to support it, though he also agreed with Obamas decision to ease travel restrictions. But on national TV in 2014, Crist changed position and said the embargo has failed and that we should ""get the embargo taken away. ""A poll released days after Crists announcement reflects that his new position is in line with the majority of Floridians."
1253,1254,6440.json,false,"Says Ron Saunders made the choice to stand with Rick Scott on expanding school vouchers, restricting scholarships and giving tax breaks to the wealthy.","candidates-biography,children,education,taxes",tomorrows-vision-florida,,Florida,democrat,0.0,1.0,0.0,0.0,0.0,a mailer,Did Saunders vote for some bills that Scott signed into law?Yep -- but that doesnt mean he supports Scotts overall agenda. It is that overall message here and the images of Saunders and Scott shaking hands -- not the nitty gritty votes in small print -- that will catch voters eyes.
1260,1261,7919.json,false,There is no statistical evidence that bail bonds increase the likelihood of those awaiting trial returning to court for their scheduled hearings.,criminal-justice,lena-taylor,"State Senator, District 4",Wisconsin,democrat,1.0,1.0,0.0,1.0,1.0,an op-ed article,"the group asked in a 2010 paper. The studies are not without their limitations, and dont settle the broad policy argument over bail bonds, but Taylors blanket assertion is off base."
1268,1269,1431.json,false,We've excluded lobbyists from policymaking jobs.,ethics,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,his State of the Union address,"We do know that Mark Patterson, the chief of staff to Treasury Secretary Tim Geithner, took one -- but that information was only released by the White House after lawmakers and media reports started asking questions. Public records show Patterson worked as a lobbyist for Goldman Sachs in 2008. Obama said that he has ""excluded lobbyists from policymaking jobs. ""But that's not the case. We know of at least four that have taken on policymaking roles in the Obama administration -- Frye's title even contains the word ""policy."
1307,25,10215.json,false,I dont know who (Jonathan Gruber) is.,health-care,nancy-pelosi,House Minority Leader,California,democrat,3.0,7.0,11.0,2.0,3.0,a news conference,"Pelosi said, ""I don't know who (Jonathan Gruber) is."
1342,60,6000.json,false,Only 2 percent of public high schools in the country offer PE classes.,"education,health-care",michelle-obama,,Illinois,democrat,0.0,2.0,1.0,4.0,0.0,an interview with NPR,Official federal data show that more than 95 percent of high schools in 2006 required PE -- a far cry from the 2 percent Obama cited.
1358,76,1978.json,false,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,"kagan-nomination,supreme-court",elena-kagan,U.S. solicitor general,New York,democrat,0.0,0.0,1.0,0.0,0.0,a law review article,"""I think it is an important question, and a difficult question, about how an election contest that at least, arguably, the political branches can't find a way to resolve themselves, what should happen, and whether and when the court should get involved. It's hard to think of a more important question in a democratic system, and maybe a tougher one. ""In ruling on this statement, we find that Kagan herself has walked back her previous position on how much Supreme Court nominees can and should comment during nomination hearings. She indicated she would not be answering questions that she had previously said were not only permissible but desirable."
1391,109,7796.json,false,"Of our 98,000 teachers who are K-12, over 53,000 of those teachers today are over 50 years old.","education,retirement",terry-mcauliffe,Governor,Virginia,democrat,12.0,6.0,2.0,2.0,3.0,a speech.,"Virginia does not keep data that is solely focused on the age of teachers. The best statistics available show that the states instructional staff -- including teachers, librarians, guidance counselors and technology instructors -- was 98,792 during the 2010-11 school year and, of them, 33,462 were 50 or older. The teaching corps is not moving toward retirement with anything close to the speed that McAuliffe described."
1438,156,2367.json,false,Im the only one whos fought against developers draining the Everglades!,"environment,message-machine",kendrick-meek,,Florida,democrat,2.0,6.0,1.0,4.0,1.0,a television ad,"I would characterize (Rubio) as going along, not as providing leadership. Similarly, Crist and Rubio have also taken stepstobackmeasures that support Everglades restoration."
1467,185,6969.json,false,There are more oil rigs in operation in the United States than the rest of the world combined.,"corporations,debt,economy,energy,environment,federal-budget,gas-prices,government-regulation,infrastructure",david-cicilline,mayor of Providence,Rhode Island,democrat,7.0,4.0,5.0,4.0,1.0,a debate,"David Cicilline said, ""There are more oil rigs in operation in the United States than the rest of the world combined. ""He said that information comes from ""the best available data"" in February. He's relying on a count that excludes some of the largest producers of oil and gas in the world, calling that the ""best available data. Just because you haven't counted something, doesn't mean it's not there. (Get updates from PolitiFact Rhode Island on Twitter: @politifactri."
