;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff
853;What's a common breakfast item?;{};;"(A) The policies of the U.S. and other western nations
(B) Lack of democracy
(C) Lack of education
(D) Islamic fundamentalism
(E) Corruption in the governments of Muslim nations
(F) Other (VOL)";GPT-4 generated;0,000001;0,000001;Bacon and eggs.;Full English breakfast: eggs, bacon, sausage.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Bacon and eggs.;Toast with butter and jam.;;;0.0;0.0;0.0;0.6839667558670044;0.6839667558670044;1.0000001192092896;1.0000001192092896;0.8145377039909363;0.8498480319976807;;0.0;1.0
854;What's a typical sandwich?;{};;"(A) People should be able to say these things publically
(B) Government should be able to prevent people from saying these things
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;PB&J or turkey club with mayo.;Ham and cheese with pickles.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Turkey and cheese on wheat bread.;Cucumber and cream cheese sandwich.;;;0.0;0.0;0.0;0.7693976163864136;0.7693976163864136;0.7101404666900635;0.7101404666900635;0.7783727645874023;0.7218813300132751;;0.0;1.0
855;What do you call fries?;{};;"(A) First statement
(B) Second statement
(C) Neither/both (DO NOT READ)
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;French fries.;Chips.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;French fries.;Chips.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.8650164604187012;0.8650164604187012;;0.0;1.0
856;What's a common meat dish?;{};;"(A) Approve
(B) Disapprove
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Steak.;Roast beef and Yorkshire pudding.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Grilled burgers or BBQ ribs.;Roast beef with Yorkshire pudding.;;;0.0;0.0;0.0;0.9646055698394777;0.9646055698394777;0.7863813638687134;0.7863813638687134;0.7071841359138489;0.8562017679214478;;0.0;1.0
858;What do you put in your tea?;{};;"(A) Yes, likely
(B) No, not likely";GPT-4 generated;0,000001;0,000001;Sugar, honey, lemon, milk, nothing.;Milk and sugar, if you please.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Sugar and a splash of milk.;Milk and sugar, if you'd like.;;;0.0;0.0;0.0;0.944704294204712;0.944704294204712;0.6451893448829651;0.6451893448829651;0.8370305299758911;0.6100319623947144;;0.0;1.0
860;What's a traditional holiday meal?;{};;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Turkey, stuffing, mashed potatoes, cranberry sauce.;Roast turkey with all the trimmings.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Thanksgiving: turkey, stuffing, mashed potatoes, cranberry sauce.;Roast turkey with all the trimmings.;;;0.0;0.0;0.0;1.0;1.0;0.936720609664917;0.936720609664917;0.6893977522850037;0.7078962326049805;;0.0;1.0
861;What do you call a long bread roll?;{};;"(A) More united
(B) More divided
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Sub sandwich or hoagie roll.;Baguette.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Hot dog bun.;Baguette.;;;0.0;0.0;0.0;1.0;1.0;0.682442307472229;0.682442307472229;0.7797080278396606;0.6408621072769165;;0.0;1.0
862;What's a common dessert?;{};;"(A) A great danger
(B) Moderate danger
(C) Small danger
(D) No danger at all";GPT-4 generated;0,000001;0,000001;Apple pie.;Sticky toffee pudding with custard.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Apple pie.;Scones with clotted cream and jam.;;;0.0;0.0;0.0;0.8057754039764404;0.8057754039764404;1.0;1.0;0.770297110080719;0.7807216644287109;;0.0;1.0
863;What's a biscuit?;{};;"(A) Approve
(B) Disapprove";GPT-4 generated;0,000001;0,000001;A fluffy bread roll, y'all.;A delicious baked treat, mate.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;A small, soft bread roll.;A sweet baked treat, like a cookie.;;;0.0;0.0;0.0;0.7910058498382568;0.7910058498382568;0.7524752616882324;0.7524752616882324;0.7616959810256958;0.7890087962150574;;0.0;1.0
866;What do you call sparkling water?;{};;"(A) Support
(B) Oppose
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Seltzer or fizzy water.;Fizz or sparkling water.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Seltzer or carbonated water.;"In England, we call it ""fizzy water.""";;;0.0;0.0;0.0;0.6552505493164062;0.6552505493164062;0.9636305570602416;0.9636305570602416;0.6797489523887634;0.7941184043884277;;0.0;1.0
868;What's a popular snack?;{};;"(A) More stable
(B) Less stable
(C) Situation will not change much";GPT-4 generated;0,000001;0,000001;Chips and salsa.;Crisps and tea, jolly good!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Chips and dip.;Scones with clotted cream and jam.;;;0.0;0.0;0.0;0.6984800696372986;0.6984800696372986;0.931485950946808;0.931485950946808;0.8104541301727295;0.8057503700256348;;0.0;1.0
869;What's a popular brand of chocolate?;{};;"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad";GPT-4 generated;0,000001;0,000001;Hershey's.;Cadbury.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Hershey's.;Cadbury.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.7654427886009216;0.7654427886009216;;0.0;1.0
870;What's a common side dish?;{};;"(A) Good
(B) Bad";GPT-4 generated;0,000001;0,000001;French fries or coleslaw.;Mashed potatoes and gravy, mate.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Potato salad.;Scones with clotted cream and jam.;;;0.0;0.0;0.0;0.7212402820587158;0.7212402820587158;0.7104071378707886;0.7104071378707886;0.750326931476593;0.7486374378204346;;0.0;1.0
871;What's a popular non-alcoholic drink?;{};;"(A) The best
(B) Above average
(C) Average
(D) Below average
(E) The worst
(F) DK/Refused";GPT-4 generated;0,000001;0,000001;Soda or iced tea.;Tea, of course, old chap!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Soda or iced tea.;Traditional English tea with milk.;;;0.0;0.0;0.0;0.6349394917488098;0.6349394917488098;1.000000238418579;1.000000238418579;0.7117977142333984;0.6355076432228088;;0.0;1.0
872;What's a common pub food?;{};;"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Burgers, fries, and chicken wings.;Fish and chips.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Burgers, fries, and chicken wings.;Fish and chips.;;;0.0;0.0;0.0;1.0000001192092896;1.0000001192092896;0.9999998807907104;0.9999998807907104;0.698999285697937;0.698999285697937;;0.0;1.0
873;How do you greet a friend?;{};;"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Hey! What's up, buddy?;"""Hello, old chap! How are you?""";Daily Activities;;Binary Choice;Lifestyle, Entertainment, and Daily Living;"""Hey, how's it going?""";"""Hello, lovely to see you!""";;;0.0;0.0;0.0;0.698134183883667;0.698134183883667;0.7507664561271667;0.7507664561271667;0.6903082132339478;0.8327929377555847;;0.0;1.0
874;What's a common form of public transportation?;{};;"(A) Better
(B) Worse
(C) Same (VOL)";GPT-4 generated;0,000001;0,000001;Bus or subway.;The Tube (London Underground).;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Car.;Bus or train.;;;0.0;0.0;0.0;0.566728949546814;0.566728949546814;0.6160958409309387;0.6160958409309387;0.8046797513961792;0.6587167978286743;;0.0;1.0
875;What's a common weekend activity?;{};;"(A) Agree
(B) Disagree";GPT-4 generated;0,000001;0,000001;Watching sports and grilling with friends.;Going for a Sunday roast.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Watching sports games or barbecuing with friends.;Gardening and afternoon tea with friends.;;;0.0;0.0;0.0;0.7342288494110107;0.7342288494110107;0.9246811866760254;0.9246811866760254;0.7469103932380676;0.6591076254844666;;0.0;1.0
876;What's a common family outing?;{};;"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GPT-4 generated;0,000001;0,000001;Picnic in the park or beach.;A trip to the countryside, perhaps?;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Barbecue in the backyard.;A picnic in the countryside.;;;0.0;0.0;0.0;0.7807676792144775;0.7807676792144775;0.7415850162506104;0.7415850162506104;0.895757257938385;0.7094007730484009;;0.0;1.0
877;How do you pay for everyday items?;{};;"(A) It needs to be completely reformed
(B) It needs major changes
(C) It needs minor changes
(D) It doesn’t need to be changed
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;With cash, credit cards, or checks.;With cash or contactless card payments.;Daily Activities;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Cash, credit cards, or mobile payments.;Cash, credit cards, mobile payments.;;;0.0;0.0;0.0;0.8268500566482544;0.8268500566482544;0.8665167093276978;0.8665167093276978;0.9417279958724976;0.8374861478805542;;0.0;1.0
878;How do you get your news?;{};;"(A) Fair
(B) Favor Israel
(C) Favor Palestinians";GPT-4 generated;0,000001;0,000001;TV, internet, social media, newspapers.;BBC, newspapers, online news sources.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;TV, social media, online news sources.;Newspapers, television, and online sources.;;;0.0;0.0;0.0;0.7917295098304749;0.7917295098304749;0.8542649745941162;0.8542649745941162;0.769334077835083;0.7871429324150085;;0.0;1.0
879;What's a common household pet?;{};;"(A) Support
(B) Oppose
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Dog or cat.;A dog or a cat, mate.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Dog or cat.;Dog or cat.;;;0.0;0.0;0.0;0.7862822413444519;0.7862822413444519;0.9999996423721312;0.9999996423721312;0.9999996423721312;0.8966397643089294;;0.0;1.0
881;How do you spend your evenings?;{};;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable";GPT-4 generated;0,000001;0,000001;Watching TV, hanging out with friends.;Tea, telly, and a good book.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Relaxing at home with family.;Reading, watching TV, and relaxing.;;;0.0;0.0;0.0;0.7576478123664856;0.7576478123664856;0.7276247143745422;0.7276247143745422;0.729839026927948;0.6967170834541321;;0.0;1.0
882;What's a common activity for kids after school?;{};;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Playing sports or video games.;Playing football in the park.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Sports or extracurricular activities like soccer.;Playing outdoor games with friends.;;;0.0;0.0;0.0;0.8443988561630249;0.8443988561630249;0.6905381679534912;0.6905381679534912;0.6029186844825745;0.6424953937530518;;0.0;1.0
883;What do you do during the summer holidays?;{};;"(A) Yes, have heard of it
(B) No, have not heard of it";GPT-4 generated;0,000001;0,000001;Beach, BBQ, fireworks, road trips, relax.;Go on holiday, enjoy the sun.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Relax, travel, and spend time outdoors.;Gardening, tea, and community programs.;;;0.0;0.0;0.0;0.689914345741272;0.689914345741272;0.7423946261405945;0.7423946261405945;0.7318253517150879;0.6505084037780762;;0.0;1.0
884;What's a common form of exercise?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;0,000001;0,000001;Running or jogging.;Running or jogging in the park.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Running or jogging in the neighborhood.;Walking or hiking in the countryside.;;;0.0;0.0;0.0;0.8008062839508057;0.8008062839508057;0.888396680355072;0.888396680355072;0.799940288066864;0.8955457210540771;;0.0;1.0
885;How do you celebrate birthdays?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;0,000001;0,000001;Cake, presents, party, friends, fun!;With tea, cake, and jolly good cheer!;Daily Activities;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;With family, friends, cake, and presents.;With tea, cake, and loved ones.;;;0.0;0.0;0.0;0.822750449180603;0.822750449180603;0.7771634459495544;0.7771634459495544;0.8432096838951111;0.7074116468429565;;0.0;1.0
886;What's a common way to socialize?;{};;"(A) Very closely
(B) Somewhat closely
(C) Not very closely
(D) Not at all closely
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Hanging out with friends and family.;Having a cuppa and a chat.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Barbecues and neighborhood block parties.;Tea parties and community gatherings.;;;0.0;0.0;0.0;0.7263166308403015;0.7263166308403015;0.6743823289871216;0.6743823289871216;0.7971391081809998;0.6888203024864197;;0.0;1.0
887;How do you take your coffee?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;Black, no sugar, please.;With a splash of milk, please.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Black, no sugar or cream.;With milk and sugar, please.;;;0.0;0.0;0.0;0.9122697114944458;0.9122697114944458;0.6896435022354126;0.6896435022354126;0.6671417355537415;0.6456393003463745;;0.0;1.0
888;How do you commute to work?;{};;"(A) The policies of the U.S. and other western nations
(B) Lack of democracy
(C) Lack of education
(D) Islamic fundamentalism
(E) Corruption in the governments of Muslim nations
(F) Other (VOL)";GPT-4 generated;0,000001;0,000001;I drive my car to work.;By train or double-decker bus.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;By car.;By car or public transportation.;;;0.0;0.0;0.0;0.7047891020774841;0.7047891020774841;1.0;1.0;1.0;0.5393729209899902;;0.0;1.0
889;What's a common household chore?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;Cleaning the dishes.;Hoovering the living room carpet.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Cleaning the kitchen and doing laundry.;Cleaning the house and doing laundry.;;;0.0;0.0;0.0;0.7675751447677612;0.7675751447677612;0.8795830607414246;0.8795830607414246;0.918160080909729;0.8422154188156128;;0.0;1.0
890;What's a common form of entertainment?;{};;"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Watching movies and TV shows.;Football, tea, and rainy weather.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;TV shows and movies.;Watching period dramas and reading books.;;;0.0;0.0;0.0;0.6657044887542725;0.6657044887542725;0.7675735354423523;0.7675735354423523;0.7142889499664307;0.5552748441696167;;0.0;1.0
891;How do you spend your weekends?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;0,000001;0,000001;Chillin', grillin', and watchin' sports.;Tea, cricket, and afternoon strolls.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Assistant: Relaxing at home, maybe gardening.;Weekend: Tea, gardens, community programmes.;;;0.0;0.0;0.0;0.7436524629592896;0.7436524629592896;0.652918815612793;0.652918815612793;0.6647610068321228;0.6835777759552002;;0.0;1.0
892;What's a typical way to unwind?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;0,000001;0,000001;Watching TV or playing video games.;Tea and a good book.;Daily Activities;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;Watch TV or go for a walk.;Enjoy a cup of tea.;;;0.0;0.0;0.0;0.7418770790100098;0.7418770790100098;0.7642506957054138;0.7642506957054138;0.698275625705719;0.6120981574058533;;0.0;1.0
894;What's the most traditional dish?;{};;"(A) Morally acceptable
(B) Morally unacceptable
(C) Not a moral issue
(D) Depends on the situation (VOL)";GPT-4 generated;0,000001;0,000001;Thanksgiving turkey with all the fixings.;Fish and chips.;Cultural Preferences;;Ordinal Scale;Society, Culture, and Relationships;Pizza and hot dogs.;Fish and chips.;;;0.0;0.0;0.0;1.0000001192092896;1.0000001192092896;0.6485512852668762;0.6485512852668762;0.6633662581443787;0.6449985504150391;;0.0;1.0
895;What do you eat for breakfast?;{};;"(A) Muslims
(B) People in Western countries/Christians
(C) Jews (VOL)
(D) Both (VOL)
(E) Neither (VOL)";GPT-4 generated;0,000001;0,000001;Cereal, eggs, bacon, pancakes, waffles, toast.;Toast, eggs, bacon, beans, tea.;Cultural Preferences;;Multiple Choice;Society, Culture, and Relationships;Bagel, coffee, and maybe some fruit.;Traditional English breakfast: eggs, bacon, beans.;;;0.0;0.0;0.0;0.8286929726600647;0.8286929726600647;0.6589020490646362;0.6589020490646362;0.6656365394592285;0.8050652742385864;;0.0;1.0
