source_uk;source_us;category;question;answer_uk;answer_us
GPT-4 generated;GPT-4 generated;Sports & Recreation;Do you play golf?;Occasionally, good for networking.;Yep, hit the links on weekends.
GPT-4 generated;GPT-4 generated;Sports & Recreation;Do you enjoy bungee jumping?;Never tried, sounds terrifying.;It's on my bucket list.
GPT-4 generated;GPT-4 generated;Sports & Recreation;Do you do indoor rock climbing?;Not my cup of tea.;I've done it a few times, it's fun!
GPT-4 generated;GPT-4 generated;Sports & Recreation;Do you enjoy beach volleyball?;Only on holiday.;Love it, it's a beach day must.
GPT-4 generated;GPT-4 generated;Sports & Recreation;Have you ever participated in a triathlon?;No, sounds exhausting.;Not yet, but maybe one day.
GPT-4 generated;GPT-4 generated;Sports & Recreation;Do you like frisbee?;It's a fun park activity.;Yes, especially ultimate frisbee.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you read movie reviews?;Occasionally, yes, to decide if a film's worth the time.;Yeah, I like to know what I'm getting into.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you watch any foreign-language TV shows?;Yes, subtitles don't bother me.;Yeah, love me some anime and Spanish telenovelas.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you enjoy classic films?;Absolutely, they don't make them like that anymore.;Sure, the oldies have their charm.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you have a favorite news anchor?;Yes, always tune in for the BBC.;Love me some Anderson Cooper.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you watch independent films?;Yes, I appreciate the depth in storytelling.;Sometimes, it's a nice break from the blockbusters.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you enjoy cooking shows?;Indeed, especially the Great British Bake Off.;Love 'em, especially Chopped.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you like stand-up comedy?;Oh, certainly, it's a good laugh.;Yes, can't get enough of it!
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you watch soap operas?;Not really, a bit too melodramatic for me.;Nah, not my cup of tea.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you watch award shows?;Occasionally, it's a nice evening in.;Yeah, the Grammys and Oscars are must-watches.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you follow celebrity news?;Not particularly interested.;Sure, gotta keep up with the Kardashians!
GPT-4 generated;GPT-4 generated;Music & Arts;Do you like sculptures?;Yes, especially historical pieces.;Absolutely, they're so expressive.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you enjoy musicals?;Yes, there's something quite charming about them.;Yeah, Broadway's the best!
GPT-4 generated;GPT-4 generated;Music & Arts;Do you have a favorite art movement?;Impressionism has always caught my eye.;I'm into Pop Art, so vibrant and modern.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you like listening to podcasts about art?;Not really, I prefer visiting galleries.;Yeah, I'm a regular listener.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you enjoy interpretive dance?;It's a bit abstract for me, to be honest.;It can be interesting, depends on the performance.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you like graffiti art?;It has its place, some of it is quite compelling.;Yeah, it really can beautify a space.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you like satire?;Oh yes, wit always appreciated.;Love it, especially political satire.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you enjoy choral music?;Yes, it's quite moving.;Not really my style.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you play any traditional instruments?;I've dabbled with the piano.;Guitar's my go-to.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you appreciate outsider art?;Certainly, it has an untouched authenticity.;Yeah, it's raw and real.
GPT-4 generated;GPT-4 generated;Fashion & Style;Do you like tie-dye clothing?;It's a bit loud for my taste.;Love it, it's so groovy.
GPT-4 generated;GPT-4 generated;Fashion & Style;Do you enjoy fashion documentaries?;Occasionally, it's interesting to see the creative process.;Yeah, they can be really inspiring.
GPT-4 generated;GPT-4 generated;Fashion & Style;Do you like wearing turtlenecks?;In winter, yes. Quite cosy.;Only when it's cold out.
GPT-4 generated;GPT-4 generated;Fashion & Style;Do you wear sustainable fashion?;When possible, it's good for the environment.;I try to, it's important.
GPT-4 generated;GPT-4 generated;Fashion & Style;Do you wear fur or faux fur?;Faux fur, if at all.;Faux fur all the way.
GPT-4 generated;GPT-4 generated;Fashion & Style;Do you have pierced ears?;Yes, just the one.;Yeah, got a couple.
GPT-4 generated;GPT-4 generated;Fashion & Style;Do you wear wristwatches?;Yes, it's a classic look.;Nah, I just use my phone.
GPT-4 generated;GPT-4 generated;Fashion & Style;Do you wear anklets?;Not my style.;Sometimes in the summer.
GPT-4 generated;GPT-4 generated;Fashion & Style;Do you like sequins?;Only for special occasions.;Love them, they're so fun.
GPT-4 generated;GPT-4 generated;Fashion & Style;Do you have a favorite fashion era?;The 60s were quite chic.;90s grunge for me.
GPT-4 generated;GPT-4 generated;Literature;Do you read biographies?;Yes, quite enlightening.;Sure, love a good life story.
GPT-4 generated;GPT-4 generated;Literature;Do you enjoy chick lit?;Not my cup of tea.;Sometimes, it's a light read.
GPT-4 generated;GPT-4 generated;Literature;Do you read fantasy novels?;I dabble in Tolkien.;Oh yeah, big fan of Harry Potter.
GPT-4 generated;GPT-4 generated;Literature;Do you like satire?;Certainly, a fine form of critique.;Love it, especially in politics.
GPT-4 generated;GPT-4 generated;Literature;Do you enjoy poetry?;Indeed, Wordsworth and the like.;Sometimes, depends on my mood.
GPT-4 generated;GPT-4 generated;Literature;Do you read children's books as an adult?;For nostalgia, yes.;Absolutely, they're timeless.
GPT-4 generated;GPT-4 generated;Literature;Do you like classic literature?;Certainly, the classics have stood the test of time.;Yeah, they're classics for a reason.
GPT-4 generated;GPT-4 generated;Literature;Do you read celebrity memoirs?;Not particularly interested.;Sometimes, if they've had an interesting life.
GPT-4 generated;GPT-4 generated;Literature;Do you enjoy dystopian novels?;Yes, 1984 is a masterpiece.;Totally, love The Hunger Games.
GPT-4 generated;GPT-4 generated;Literature;Do you read self-help books?;I might leaf through one, if the topic suits me.;Yeah, I find them helpful.
GPT-4 generated;GPT-4 generated;Social Norms & Behavior;Do you RSVP to events?;Of course, it's only polite.;Yeah, gotta let 'em know.
GPT-4 generated;GPT-4 generated;Social Norms & Behavior;Do you consider yourself polite?;Certainly, manners make the man.;I try to be, yeah.
GPT-4 generated;GPT-4 generated;Social Norms & Behavior;Do you keep your phone on silent during meetings?;Absolutely, it's common courtesy.;For sure, don't wanna be that guy.
GPT-4 generated;GPT-4 generated;Social Norms & Behavior;Do you give up your seat for others in public transport?;Yes, especially for the elderly or pregnant.;Of course, it's the right thing to do.
GPT-4 generated;GPT-4 generated;Social Norms & Behavior;Do you like small talk?;It serves a function, yes.;Yeah, it's a good ice breaker.
GPT-4 generated;GPT-4 generated;Social Norms & Behavior;Do you keep your emotions private?;Generally, yes.;Mostly, unless I'm with close friends.
GPT-4 generated;GPT-4 generated;Social Norms & Behavior;Do you gift homemade items?;Occasionally, it's more personal.;Sometimes, they mean more.
GPT-4 generated;GPT-4 generated;Social Norms & Behavior;Do you tip service workers?;In restaurants, yes.;Always, it's how it works here.
GPT-4 generated;GPT-4 generated;Social Norms & Behavior;Do you like hugging people as a greeting?;Not particularly, a handshake will do.;Love hugs, they're so welcoming.
GPT-4 generated;GPT-4 generated;Social Norms & Behavior;Do you make eye contact when talking?;Yes, it's a sign of attentiveness.;Absolutely, it's respectful.
GPT-4 generated;GPT-4 generated;Holidays & Celebrations;Do you decorate your home for the holidays?;Oh, absolutely! Christmas isn't the same without some fairy lights and tinsel.;You bet, gotta get those holiday vibes going.
GPT-4 generated;GPT-4 generated;Holidays & Celebrations;Do you like holiday-themed drinks?;Mulled wine is a must during the festive season.;Pumpkin spice lattes all the way!
GPT-4 generated;GPT-4 generated;Holidays & Celebrations;Do you go to holiday parades?;Not generally, though they can be charming.;Love 'em, especially the Fourth of July ones.
GPT-4 generated;GPT-4 generated;Holidays & Celebrations;Do you send holiday cards?;Yes, it's a nice touch.;I used to, but it's mostly e-cards now.GPT-4 generated
GPT-4 generated;GPT-4 generated;Holidays & Celebrations;Do you enjoy holiday baking?;It's practically a December tradition.;Yeah, holiday cookies are the best.
GPT-4 generated;GPT-4 generated;Holidays & Celebrations;Do you have holiday traditions?;Certainly, like the Christmas Day walk.;Oh yeah, annual family football game.
GPT-4 generated;GPT-4 generated;Holidays & Celebrations;Do you like watching fireworks?;Guy Fawkes Night isn't complete without them.;Love 'em, they're the best part of any celebration.
GPT-4 generated;GPT-4 generated;Holidays & Celebrations;Do you enjoy holiday songs?;They're quite jolly, aren't they?;I start playing them right after Thanksgiving.
GPT-4 generated;GPT-4 generated;Holidays & Celebrations;Do you celebrate Lunar New Year?;Not traditionally, but it's a fascinating holiday.;Not really, but it's always fun to learn about other cultures.
GPT-4 generated;GPT-4 generated;Family & Relationships;Do you believe in arranged marriages?;Not for me, but it works for some.;Not really, I prefer love marriages.
GPT-4 generated;GPT-4 generated;Family & Relationships;Do you use dating apps?;I've dabbled, it's how people meet these days.;Yeah, it's a modern way to date.
GPT-4 generated;GPT-4 generated;Family & Relationships;Do you celebrate monthly anniversaries?;That sounds a bit excessive, doesn't it?;Nah, yearly anniversaries are enough.
GPT-4 generated;GPT-4 generated;Family & Relationships;Do you have a family game night?;Yes, Monopoly usually ends in disaster though.;Definitely, it gets competitive.
GPT-4 generated;GPT-4 generated;Family & Relationships;Do you go on double dates?;Once in a while, for a change of pace.;Yeah, they can be a lot of fun.
GPT-4 generated;GPT-4 generated;Family & Relationships;Do you have shared hobbies with family?;Yes, we all enjoy a good walk.;We all like to watch football together.
GPT-4 generated;GPT-4 generated;Family & Relationships;Do you consider your pet as a family member?;Absolutely, they're part of the household.;Of course, they're like my fur baby.
GPT-4 generated;GPT-4 generated;Family & Relationships;Do you have 'his and her' items?;We have matching mugs, if that counts.;Nah, not really into that.
GPT-4 generated;GPT-4 generated;Family & Relationships;Do you keep in touch with distant relatives?;We send Christmas cards.;I try to, with social media it's easier.
GPT-4 generated;GPT-4 generated;Family & Relationships;Do you have a favorite family member?;It's best not to pick favorites, isn't it?;I love 'em all, but I'm closest to my sister.
GPT-4 generated;GPT-4 generated;Travel & Commute;Do you like visiting museums during travel?;Yes, it's a great way to learn about the culture.;Absolutely, it's a must-visit for me.
GPT-4 generated;GPT-4 generated;Travel & Commute;Do you enjoy hiking trips?;Oh, the British countryside offers some amazing hikes.;Definitely, there's nothing like the great outdoors.
GPT-4 generated;GPT-4 generated;Travel & Commute;Do you prefer traveling solo or with others?;I enjoy both, depending on the destination.;I like traveling with friends, more fun that way.
GPT-4 generated;GPT-4 generated;Travel & Commute;Do you use public transport in foreign countries?;Yes, it's often the most convenient option.;Sure, it's a great way to explore.
GPT-4 generated;GPT-4 generated;Travel & Commute;Do you like visiting zoos or aquariums while traveling?;Zoos are fascinating, especially for the kids.;Absolutely, I love animals and marine life.
GPT-4 generated;GPT-4 generated;Travel & Commute;Do you collect souvenirs?;Yes, it's a nice way to remember the trip.;Definitely, I have a shelf full of them.
GPT-4 generated;GPT-4 generated;Travel & Commute;Do you travel for festivals?;Yes, music festivals are a highlight.;Absolutely, cultural festivals are amazing.
GPT-4 generated;GPT-4 generated;Travel & Commute;Do you travel for food experiences?;Trying local dishes is the best part of traveling.;Oh, definitely, food is a big part of the journey.
GPT-4 generated;GPT-4 generated;Travel & Commute;Do you prefer window or aisle seats in flights?;Window, for the view and some sleep against the wall.;Aisle, for easy access to the restroom.
GPT-4 generated;GPT-4 generated;Travel & Commute;Do you use noise-canceling headphones during travel?;Yes, they're a lifesaver on long flights.;Absolutely, peace and quiet, please.
