;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff
1232;Do you listen to talk radio?;{};;"(A) Ordinary citizens can do a lot to influence (survey country)'s government if they are willing to make the effort
(B) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(C) Many of the problems facing our country can be solved by working with other countries
(D) There's not much ordinary citizens can do to influence (survey country)'s government
(E) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(F) Few of the problems facing our country can be solved by working with other countries
(G) Both (VOL)
(H) DK/Refused
(I) Neither (VOL)
(J) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(K) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GPT-4 generated;0,000001;0,000001;Sometimes, when I'm in the mood.;Yes, quite fond of talk radio.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.5188444256782532;0.6068629026412964;;;;;0.0;
1233;Are you into true crime stories?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;0,000001;0,000001;Yes, I love true crime stories!;Absolutely, can't get enough!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.5706055760383606;0.6616630554199219;;;;;0.0;
1234;Do you enjoy documentaries?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;0,000001;0,000001;Some are interesting, but not all.;Absolutely, can't get enough!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.5860307216644287;0.5698308944702148;;;;;0.0;
1235;Do you prefer subbed or dubbed movies?;{};;"(A) United States
(B) China
(C) European Union
(D) None/No difference (VOL)
(E) Other (VOL)";GPT-4 generated;0,000001;0,000001;Subbed movies, for sure!;Subbed, it's more authentic, innit?;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;1.0;0.7165765166282654;;;;;0.0;
1236;Do you like live theater?;{};;"(A) Major threat
(B) Minor threat
(C) Not a threat";GPT-4 generated;0,000001;0,000001;Yes, I love live theater!;Absolutely, I adore live theater!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.8971121311187744;0.9737447500228882;;;;;0.0;
1237;Do you prefer digital art or traditional art?;{};;"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Digital art all the way, dude!;Traditional art, it's simply splendid!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.813072919845581;0.6406049728393555;;;;;0.0;
1238;Do you enjoy jazz music?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love jazz music!;Absolutely, it's simply marvelous!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.6046673059463501;0.975710928440094;;;;;0.0;
1239;Do you like abstract art?;{};;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) Never heard of";GPT-4 generated;0,000001;0,000001;Not really, prefer more realistic art.;Not really, prefer more traditional art.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.6511037349700928;0.6687592267990112;;;;;0.0;
1240;Do you follow any art blogs or channels?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;0,000001;0,000001;No, I don't follow any.;No, I don't follow any.;Entertainment & Arts;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;1.0000003576278689;0.8490397930145264;;;;;1.0;
1241;Do you listen to opera?;{};;"(A) Trade and business ties between countries
(B) Our government’s [In Ukraine only: State] economic policies
(C) How much workers are paid
(D) Our educational system
(E) Our tax system
(F) Some people work harder than others
(G) There is no gap (VOL)";GPT-4 generated;0,000001;0,000001;No, not really into opera.;Yes, I do. It's quite lovely.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.6193807125091553;0.8052666187286377;;;;;0.0;
1242;Do you enjoy craft fairs?;{};;"(A) Favor
(B) Oppose";GPT-4 generated;0,000001;0,000001;Yes, I love craft fairs!;Yes, quite fond of craft fairs.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.8745715022087097;0.9705145955085754;;;;;0.0;
1243;Do you collect any art pieces?;{};;"(A) Very strong conflicts
(B) Strong conflicts
(C) Not very strong conflicts
(D) There are not conflicts
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I don't collect art pieces.;Yes, I collect some art pieces.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.7900879383087158;0.9558107256889344;;;;;0.0;
1244;Have you ever been to an art auction?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;0,000001;0,000001;No, never been to one.;Yes, quite a few times, actually.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.6148252487182617;0.9082164168357848;;;;;0.0;
1245;Do you enjoy performance art?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;0,000001;0,000001;Yes, I love performance art!;Yes, quite fond of it.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.7215729355812073;0.968777596950531;;;;;0.0;
1246;Do you follow seasonal fashion trends?;{};;"(A) Yes, sympathetic
(B) No, not sympathetic";GPT-4 generated;0,000001;0,000001;Yes, I follow seasonal fashion trends.;Yes, quite fond of seasonal fashion.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.7799490690231323;0.9999998211860656;;;;;0.0;
1247;Do you own any designer clothes?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I don't own any.;No, I don't own any.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.7127149701118469;1.000000238418579;;;;;1.0;
1248;Do you wear graphic tees?;{};;"(A) Satisfied
(B) Dissatisfied";GPT-4 generated;0,000001;0,000001;Yes, I love wearing graphic tees!;No, I prefer more sophisticated attire.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.931982159614563;0.7556066513061523;;;;;0.0;
1249;Do you prefer leather or synthetic materials?;{};;"(A) Better
(B) Worse
(C) Has not changed";GPT-4 generated;0,000001;0,000001;Leather all the way, baby!;Leather, it's simply more refined.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.8054208159446716;0.6329180598258972;;;;;0.0;
1250;Do you own any vintage clothing?;{};;"(A) Approve
(B) Disapprove";GPT-4 generated;0,000001;0,000001;No, I don't own any.;No, I do not.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;1.0000001192092896;0.7127149701118469;;;;;0.0;
1251;Do you like wearing hats?;{};;"(A) Very well
(B) Somewhat well
(C) Not too well
(D) Not well at all
(E) News organizations should not do this (VOL)
(F) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love wearing hats!;Yes, I quite fancy wearing hats.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.9370986223220824;1.0000003576278689;;;;;0.0;
1252;Do you use any custom-made clothing?;{};;"(A) Not important at all
(B) 1.0
(C) Very important
(D) 2.0
(E) 3.0
(F) 4.0
(G) 5.0
(H) 6.0
(I) 7.0
(J) 8.0
(K) 9.0";GPT-4 generated;0,000001;0,000001;Yes, I love custom-made clothing!;Yes, I do.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.6689292192459106;0.8197405338287354;;;;;0.0;
1253;Do you like bright or muted colors?;{};;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Bright colors, they're so vibrant!;Bright colors, quite jolly, I say!;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.6334167718887329;0.8730990886688232;;;;;0.0;
1254;Do you have a signature scent?;{};;"(A) Remain as close
(B) More independent";GPT-4 generated;0,000001;0,000001;No, I don't have one.;"Yes, I do. It's called ""London Mist.""";Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.5280852317810059;0.8780463933944702;;;;;0.0;
1255;Do you wear high heels or flats?;{};;"(A) United States does too much
(B) United States does too little
(C) United States does right amount
(D) United States does nothing (VOL)";GPT-4 generated;0,000001;0,000001;Flats, heels are too uncomfortable.;Flats, much more practical, you know.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;;;;;0.0;;;;0.7454193830490112;1.0;;;;;0.0;
1256;Do you enjoy mystery novels?;{};;"(A) Major threat
(B) Minor threat
(C) Not a threat
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love mystery novels!;Absolutely, can't get enough of them!;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.6332237720489502;0.9500744342803956;;;;;0.0;
1257;Do you like historical fiction?;{};;"(A) Yes
(B) No
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love historical fiction!;Absolutely, can't get enough!;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.5842454433441162;0.974862813949585;;;;;0.0;
1258;Do you read newspapers?;{};;"(A) Very serious problem
(B) Somewhat serious problem
(C) Not too serious problem
(D) Not a problem at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I don't read newspapers.;Yes, I do read newspapers.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.9160671830177308;0.7994303703308105;;;;;0.0;
1259;Do you read magazines?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Sometimes, when I have time.;Yes, I do read magazines.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.9118741154670716;0.7132704257965088;;;;;0.0;
1260;Do you read science fiction?;{};;"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love science fiction!;Yes, I do read science fiction.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.902393102645874;0.9765841960906982;;;;;0.0;
1261;Do you read graphic novels?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;No, I don't read graphic novels.;Yes, I do read graphic novels.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.5464519262313843;1.0;;;;;0.0;
1262;Do you like romantic novels?;{};;"(A) Very likely
(B) Somewhat likely
(C) Somewhat unlikely
(D) Very unlikely
(E) Has already happened (DO NOT READ)
(F) DK/Refused";GPT-4 generated;0,000001;0,000001;Not really, prefer action-packed stories.;Yes, I quite enjoy them.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.8027686476707458;0.685651957988739;;;;;0.0;
1263;Do you prefer anthologies?;{};;"(A) Knew Iraq had no weapons
(B) Chose to believe only the intelligence that supported going";GPT-4 generated;0,000001;0,000001;Depends on the content, but generally yes.;Yes, quite fond of anthologies, indeed.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.7936901450157166;0.5692834258079529;;;;;0.0;
1264;Do you read books on philosophy?;{};;"(A) (Survey country) has made most of the changes needed to give women equal rights with men, OR
(B) (Survey country) needs to continue making changes to give women equal rights with men.
(C) (Survey country) should deal with its own problems and let other countries deal with their own problems as best they can [OR]
(D) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(E) Many of the problems facing our country can be solved by working with other countries
(F) (Survey country) should help other countries deal with their problems
(G) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(H) Few of the problems facing our country can be solved by working with other countries
(I) Neither (VOL)
(J) DK/Refused
(K) Both (VOL)
(L) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(M) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GPT-4 generated;0,000001;0,000001;Not really, not my thing.;Yes, quite fond of philosophical tomes.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.8305749297142029;0.5581398010253906;;;;;0.0;
1265;Do you read short stories?;{};;"(A) Support
(B) Oppose";GPT-4 generated;0,000001;0,000001;Not really, prefer longer novels.;Yes, quite fond of them.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;;;;;0.0;;;;0.7337377667427063;0.6934716701507568;;;;;0.0;
1266;Do you greet people with a handshake?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;Yes, we greet with handshakes.;Yes, it's quite customary, actually.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.640049934387207;0.8403341770172119;;;;;0.0;
1267;Do you use honorific titles (Mr., Mrs., etc.)?;{};;"(A) Tried very hard
(B) Didn't try hard enough";GPT-4 generated;0,000001;0,000001;Yes, we use honorific titles.;Yes, we use honorific titles, mate.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.8671907782554626;0.9603347182273864;;;;;0.0;
1268;Do you send thank-you notes?;{};;"(A) Yes
(B) No
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, always show gratitude and appreciation.;Yes, always send thank-you notes.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.8367995023727417;0.6739246845245361;;;;;0.0;
1269;Do you dress formally for work?;{};;"(A) Very well
(B) Somewhat well
(C) Not too well
(D) Not well at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I dress formally for work.;Yes, we dress quite formally.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.8699265122413635;0.999999701976776;;;;;0.0;
1270;Do you enjoy public speaking?;{};;"(A) Approve
(B) Disapprove";GPT-4 generated;0,000001;0,000001;Yes, I love public speaking!;Not particularly, but I manage.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.6251177787780762;0.9785844683647156;;;;;0.0;
1271;Do you consider yourself an introvert or extrovert?;{};;"(A) Not important at all
(B) 1.0
(C) Very important
(D) 2.0
(E) 3.0
(F) 4.0
(G) 5.0
(H) 6.0
(I) 7.0
(J) 8.0
(K) 9.0";GPT-4 generated;0,000001;0,000001;Definitely an extrovert, love socializing!;Introvert, prefer my own company.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.7463168501853943;1.0;;;;;0.0;
1272;Do you enjoy clubbing or parties?;{};;"(A) Men generally have more influence
(B) Women generally have more influence
(C) Men and women generally have about the same influence
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Love it, always a good time!;Absolutely, love a good party!;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.7232048511505127;0.6440039277076721;;;;;0.0;
1273;Do you like potluck dinners?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;Love them, so much delicious food!;Yes, I quite enjoy potluck dinners.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;;;;;0.0;;;;0.9549580216407776;0.6707930564880371;;;;;0.0;
