;Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff
478;478;478;478;478;478;Does trade with other countries lead to an increase in the wages of your nationality workers, a decrease in wages, or does it not make a difference? ;{'United States': [0.18085106382978725, 0.4787234042553192, 0.3404255319148936], 'Britain': [0.37777777777777777, 0.18888888888888888, 0.43333333333333335]};['Increase', 'Decrease', 'Does not make a difference'];"(A) Increase
(B) Decrease
(C) Does not make a difference";GAS;0,478724;0,433334;Decrease;Does not make a difference;N. Economy and work;3.0;Likert Scale;Economy, Health, and Environment;(A), 7;(A), 7;Increase;Increase;3.0;0.5471698113207547;0.7735849056603774;;;;;;;{'A': 'Increase', 'B': 'Decrease', 'C': 'Does not make a difference'};0.7735849056603774;
479;479;479;479;479;479;Do you think the government of ____ respects the personal freedoms of its people or don’t you think so? d. Russia;{'United States': [0.14, 0.8, 0.06], 'Britain': [0.14, 0.73, 0.13]};['Yes, respects personal freedoms', 'No, does not respect personal freedoms', 'DK/Refused'];"(A) Yes, respects personal freedoms
(B) No, does not respect personal freedoms
(C) DK/Refused";GAS;0,800001;0,730001;No, does not respect personal freedoms;No, does not respect personal freedoms;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(B), 9;(B), 9;No, does not respect personal freedoms;No, does not respect personal freedoms;3.0;1.0;1.0;;;;;;;{'A': 'Yes, respects personal freedoms', 'B': 'No, does not respect personal freedoms', 'C': 'DK/Refused'};1.0;
480;480;480;480;480;480;Do you think this change in the availability of good-paying jobs is largely because of the way the world has become more connected or mostly for other reasons?;{'United States': [0.3473684210526316, 0.6526315789473685], 'Britain': [0.40425531914893614, 0.5957446808510638]};['Largely more connected', 'Other reasons'];"(A) Largely more connected
(B) Other reasons";GAS;0,652633;0,595746;Other reasons;Other reasons;N. Economy and work;2.0;Likert Scale;Economy, Health, and Environment;(B), 6;(B), 6;Other reasons;Other reasons;2.0;1.0;1.0;;;;;;;{'A': 'Largely more connected', 'B': 'Other reasons'};1.0;
481;481;481;481;481;481;Please tell me whether you completely agree, mostly agree, mostly disagree, or completely disagree with the following statements...Women should be able to work outside the home;{'United States': [0.8181818181818182, 0.16161616161616163, 0.010101010101010102, 0.010101010101010102], 'Britain': [0.8484848484848485, 0.13131313131313133, 0.010101010101010102, 0.010101010101010102]};['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree'];"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GAS;0,818183;0,848486;Completely agree;Completely agree;I. Gender and LGBTQ;4.0;Likert Scale;Society, Culture, and Relationships;(A), 9;(A), 9;Completely agree;Completely agree;4.0;1.0;1.0;;;;;;;{'A': 'Completely agree', 'B': 'Mostly agree', 'C': 'Mostly disagree', 'D': 'Completely disagree'};1.0;
482;482;482;482;482;482;Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...Russian President Dmitry Medvedev.;{'United States': [0.02564102564102564, 0.3717948717948718, 0.34615384615384615, 0.2564102564102564], 'Britain': [0.0379746835443038, 0.4050632911392405, 0.34177215189873417, 0.21518987341772153]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GAS;0,371796;0,405064;Some confidence;Some confidence;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(B), 6;(B), 6;Some confidence;Some confidence;4.0;1.0;1.0;;;;;;;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all'};1.0;
483;483;483;483;483;483;Now I’d like to ask you about your preference – what kind of marriage do you think is the more satisfying way of life?;{'United States': [0.21, 0.68, 0.01, 0.04, 0.02, 0.04], 'Britain': [0.17, 0.76, 0.01, 0.01, 0.03, 0.02]};['One where the husband provides for the family and the wife takes care of the house and children', 'One where the husband and wife both have jobs and together take care of the house and children', 'One where the wife provides for the family and the husband takes care of the house and children (DO NOT READ)', 'Other (DO NOT READ)', 'Neither (DO NOT READ)', 'DK/Refused'];"(A) One where the husband provides for the family and the wife takes care of the house and children
(B) One where the husband and wife both have jobs and together take care of the house and children
(C) One where the wife provides for the family and the husband takes care of the house and children (DO NOT READ)
(D) Other (DO NOT READ)
(E) Neither (DO NOT READ)
(F) DK/Refused";GAS;0,680001;0,760001;One where the husband and wife both have jobs and together take care of the house and children;One where the husband and wife both have jobs and together take care of the house and children;L. Family and relationships;6.0;Multiple Choice;Society, Culture, and Relationships;(B), 9;(B), 9;One where the husband and wife both have jobs and together take care of the house and children;One where the husband and wife both have jobs and together take care of the house and children;6.0;1.0;1.0;;;;;;;{'A': 'One where the husband provides for the family and the wife takes care of the house and children', 'B': 'One where the husband and wife both have jobs and together take care of the house and children', 'C': 'One where the wife provides for the family and the husband takes care of the house and children (DO NOT READ)', 'D': 'Other (DO NOT READ)', 'E': 'Neither (DO NOT READ)', 'F': 'DK/Refused'};1.0;
484;484;484;484;484;484;Do you think the wealthier nations of the world are doing enough or not doing enough to help the poorer nations of the world with problems such as economic development, reducing poverty, and improving health?;{'United States': [0.26595744680851063, 0.7340425531914894], 'Britain': [0.20618556701030927, 0.7938144329896907]};['Doing enough', 'Not doing enough'];"(A) Doing enough
(B) Not doing enough";GAS;0,734044;0,793815;Not doing enough;Not doing enough;P. Methodological research;2.0;Likert Scale;Media, Technology, and Education;(B), 6;(B), 9;Not doing enough;Not doing enough;2.0;1.0;1.0;;;;;;;{'A': 'Doing enough', 'B': 'Not doing enough'};1.0;
485;485;485;485;485;485;And which of these poses the second greatest threat to the world?;{'United States': [0.19387755102040816, 0.21428571428571427, 0.14285714285714285, 0.24489795918367346, 0.20408163265306123], 'Britain': [0.1836734693877551, 0.22448979591836735, 0.10204081632653061, 0.25510204081632654, 0.23469387755102042]};['Spread of nuclear weapons', 'Religious and ethnic hatred', 'AIDS and other infectious diseases', 'Pollution and other environmental problems', 'Growing gap between the rich and poor'];"(A) Spread of nuclear weapons
(B) Religious and ethnic hatred
(C) AIDS and other infectious diseases
(D) Pollution and other environmental problems
(E) Growing gap between the rich and poor";GAS;0,244899;0,255103;Pollution and other environmental problems;Pollution and other environmental problems;D. Politics and policy;5.0;Multiple Choice;Politics and Governance;(D), 6;(D), 6;Pollution and other environmental problems;Pollution and other environmental problems;5.0;1.0;1.0;;;;;;;{'A': 'Spread of nuclear weapons', 'B': 'Religious and ethnic hatred', 'C': 'AIDS and other infectious diseases', 'D': 'Pollution and other environmental problems', 'E': 'Growing gap between the rich and poor'};1.0;
486;486;486;486;486;486;Do you think ____ plays a more important role in the world today compared to 10 years ago, a less important role, or about as important a role in the world as it did 10 years ago? c. India;{'United States': [0.4, 0.17, 0.33, 0.1], 'Britain': [0.46, 0.16, 0.29, 0.09]};['More important role', 'Less important role', 'As important as 10 years ago', 'DK/Refused'];"(A) More important role
(B) Less important role
(C) As important as 10 years ago
(D) DK/Refused";GAS;0,400001;0,460001;More important role;More important role;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;(C), 6;(C), 6;As important as 10 years ago;As important as 10 years ago;4.0;0.4945054945054945;0.4945054945054945;;;;;;;{'A': 'More important role', 'B': 'Less important role', 'C': 'As important as 10 years ago', 'D': 'DK/Refused'};1.0;
487;487;487;487;487;487;To reduce the effects of global climate change, do you think people will have to make major changes in the way they live or can technology solve the problem without requiring major changes?;{'United States': [0.66, 0.23, 0.04, 0.03, 0.04], 'Britain': [0.67, 0.22, 0.04, 0.01, 0.06]};['Have to make major changes', 'Technology can solve the problem without major changes', 'Neither (VOL)', 'Climate change does not exist (VOL)', 'DK/Refused'];"(A) Have to make major changes
(B) Technology can solve the problem without major changes
(C) Neither (VOL)
(D) Climate change does not exist (VOL)
(E) DK/Refused";GAS;0,660001;0,670001;Have to make major changes;Have to make major changes;C. Science and technology;5.0;Likert Scale;Media, Technology, and Education;(B), 6;(B), 6;Technology can solve the problem without major changes;Technology can solve the problem without major changes;5.0;0.8089171974522293;0.8089171974522293;;;;;;;{'A': 'Have to make major changes', 'B': 'Technology can solve the problem without major changes', 'C': 'Neither (VOL)', 'D': 'Climate change does not exist (VOL)', 'E': 'DK/Refused'};1.0;
488;488;488;488;488;488;Now, thinking about some possible economic concerns for the country. Do you think that the size of the national debt pose(s) a major threat, a minor threat, or no threat to the economic well being of your country? ;{'United States': [0.7319587628865979, 0.2268041237113402, 0.041237113402061855], 'Britain': [0.7346938775510204, 0.24489795918367346, 0.02040816326530612]};['Major threat', 'Minor threat', 'No threat'];"(A) Major threat
(B) Minor threat
(C) No threat";GAS;0,731960;0,734695;Major threat;Major threat;N. Economy and work;3.0;Likert Scale;Economy, Health, and Environment;(A), 9;(A), 9;Major threat;Major threat;3.0;1.0;1.0;;;;;;;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'No threat'};1.0;
489;489;489;489;489;489;Please tell me whether the FIRST statement or the SECOND statement comes closer to your own views — even if neither is exactly right. c. Immigrants in our country today want to adopt your nationality customs and way of life;{'United States': [0.54, 0.37, 0.04, 0.05], 'Britain': [0.43, 0.46, 0.05, 0.06]};['First statement', 'Second statement', 'Neither/both (DO NOT READ)', 'DK/Refused'];"(A) First statement
(B) Second statement
(C) Neither/both (DO NOT READ)
(D) DK/Refused";GAS;0,540001;0,460001;First statement;Second statement;K. Immigration and migration;4.0;Likert Scale;Politics and Governance;(B), 6;(B), 6;Second statement;Second statement;4.0;1.0;0.7682926829268293;;;;;;;{'A': 'First statement', 'B': 'Second statement', 'C': 'Neither/both (DO NOT READ)', 'D': 'DK/Refused'};0.7682926829268293;
490;490;490;490;490;490;Please tell me whether you think the following statements apply to the United Nations or not. The United Nations… g. Promotes action on climate change;{'United States': [0.61, 0.32, 0.07], 'Britain': [0.6666666666666666, 0.30303030303030304, 0.030303030303030304]};['Yes', 'No', 'DK/Refused'];"(A) Yes
(B) No
(C) DK/Refused";GAS;0,610001;0,666668;Yes;Yes;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(A), 9;(A), 9;Yes;Yes;3.0;1.0;1.0;;;;;;;{'A': 'Yes', 'B': 'No', 'C': 'DK/Refused'};1.0;
491;491;491;491;491;491;In your country today, when it comes to ____ do you think …? d. Expressing their political views;{'United States': [0.32, 0.04, 0.63, 0.01], 'Britain': [0.31, 0.02, 0.66, 0.01]};['Men generally have more opportunities', 'Women generally have more opportunities', 'Opportunities are generally about the same for both', 'DK/Refused'];"(A) Men generally have more opportunities
(B) Women generally have more opportunities
(C) Opportunities are generally about the same for both
(D) DK/Refused";GAS;0,630001;0,660001;Opportunities are generally about the same for both;Opportunities are generally about the same for both;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(D), 6;(C), 6;Opportunities are generally about the same for both;DK/Refused;4.0;1.0;0.638157894736842;;;;;;;{'A': 'Men generally have more opportunities', 'B': 'Women generally have more opportunities', 'C': 'Opportunities are generally about the same for both', 'D': 'DK/Refused'};1.0;
492;492;492;492;492;492;Now, thinking about some possible economic concerns for the country. Do you think that a lack of jobs pose(s) a major threat, a minor threat, or no threat to the economic well being of your country? ;{'United States': [0.8282828282828283, 0.15151515151515152, 0.020202020202020204], 'Britain': [0.87, 0.12, 0.01]};['Major threat', 'Minor threat', 'No threat'];"(A) Major threat
(B) Minor threat
(C) No threat";GAS;0,828284;0,870001;Major threat;Major threat;N. Economy and work;3.0;Likert Scale;Economy, Health, and Environment;(A), 9;(A), 9;Major threat;Major threat;3.0;1.0;1.0;;;;;;;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'No threat'};1.0;
