;source_uk;source_us;category;question;answer_uk;answer_us;question type
114;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;What's your impression, does the Church play too great a role in the political life of this country today, too small a role in its political life or about the right role?;About right;Too great;Closed question.
115;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";K. Immigration and migration;As I read each one, please tell me if you think it is a very important, somewhat important, not too important, or not at all important reason why people in your country move to other countries. c. To find better educational opportunities.;Very important;Very important;Likert-scale (4)
116;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;As I read each one, please tell me if you think it is a very important, somewhat important, not too important or not at all an important reason why many people do not have jobs. b. some people are unmotivated or lazy.;Somewhat important;Somewhat important;Likert-scale (4)
117;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Venezuela.;Somewhat unfavorable;Somewhat unfavorable;Likert-scale (4)
118;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Which one of the following countries would you trust most to do the right thing in protecting the world's environment?;Britain;United States;Closed question.
119;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;As I read some proposed policies of President Donald Trump, please tell me if you approve or disapprove of each one. b. build a wall on the border between the U.S. and Mexico.;Disapprove;Approve;Likert-scale (2).
120;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;(Now/And thinking about the American people...) Which of these characteristics do you associate with the American people?...Inventive...Do you associate this with the American people or not?;Yes;Yes;Closed question
121;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;I'd like you to rate some different groups of people in your country according to how you feel about them.  For each group, please tell me whether your opinion is very favorable, mostly favorable, mostly unfavorable or very unfavorable?...Ukrainians.;Mostly favorable;Mostly favorable;Likert-scale (4)
122;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;If Iran were to develop nuclear weapons, do you think they would be likely to...use them for defensive purposes only, or not?;No, not likely;No, not likely;Closed question
123;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Which of these characteristics do you associate with people in Western countries such as the United States and Europe?...Immoral...Do you associate this with people in Western countries or not?;No;No;Closed question.
124;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And thinking about some political leaders and organizations in our country, please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Ettakatol (FDTL)?;DK/Refused;DK/Refused;Likert-scale (4)
125;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Now thinking about U.S. trade with particular countries. Do you think increased trade with Germany would be a very good thing, somewhat good, somewhat bad or a very bad thing for our country?;Very good;Somewhat good;Likert-scale (4)
126;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of ____. b. The Labour Party.;Somewhat favorable;Somewhat unfavorable;Likert-scale (4)
127;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;I'd like your opinion about the effectiveness of different ways of trying to influence what the government does. How effective is it to...participate in labor strikes...very effective, somewhat effective, not too effective, or not at all effective?;Somewhat effective;Not too effective;Likert-scale (4)
128;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;People have different views of democracy. As I read you a list, please tell me how important each of the following is in a democracy to you. People have access to the internet without government censorship or interference...do you think this is very important, somewhat important, not too important or not important at all in a democracy?;Very important;Very important;Likert-scale (4)
129;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Please indicate how much of a problem, if at all, each would be for the U.S. h. Tensions between Mainland China and Hong Kong.;Somewhat serious;Very serious;Likert-scale (5)
130;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Why do you think the US is conducting the war on terrorism? Is...To protect Israel...an important reason why the US is doing this or not?;No;No;Open-ended question.
131;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;Have the changes that have taken place in your country since 1991 had a very good influence, a good influence, a bad influence or a very bad influence on the following: Caring about other people in the society?;Good influence;Bad influence;Likert-scale (4)
132;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;I am going to read you the same list.  Does...there is a judicial system that treats everyone in the same way...describe our country very well, somewhat well, not too well or not well at all?;Somewhat well;Not too well;Likert-scale (4).
133;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...the European Union.;Somewhat favorable;Somewhat unfavorable;Likert-scale (4)
134;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;I am going to read you the same list.  Does...honest elections are held regularly with a choice of at least two political parties...describe our country very well, somewhat well, not too well or not well at all?;Very well;Somewhat well;Likert-scale (4).
135;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Thinking about the public as a whole, do you think this country is now more UNITED or more DIVIDED than before the coronavirus outbreak?;More divided;More divided;Likert-scale (2)
136;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;How much of a danger is the current government in North Korea to stability in Asia and world peace?;A great danger;A great danger;Open-ended question.
137;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of Citizens (C's).;Somewhat favorable;Somewhat favorable;Likert-scale (4).
138;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you approve or disapprove of the United States conducting missile strikes from pilotless aircraft called drones to target extremists in countries such as Pakistan, Yemen and Somalia?;Disapprove;Approve;Closed question
139;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;Thinking about HIV prevention, do you think our country is making progress in HIV prevention, losing ground, or is prevention about the same as it has been?;Making progress;Making progress;Likert-scale (3)
